backbone,dataset,label_budget_per_class,mean_accuracy,mean_accuracy_delta_vs_fp32_cpu,mean_best_deployment_improvement_vs_fp32_cpu,mean_latency_ms_per_example,mean_latency_reduction_vs_fp32_cpu,mean_macro_f1,mean_macro_f1_delta_vs_fp32_cpu,mean_model_size_mb,mean_model_size_reduction_vs_fp32_cpu,mean_peak_memory_mb,mean_throughput_examples_per_second,mean_throughput_gain_vs_fp32_cpu,method,n
distilbert-base-uncased,qqp,64,0.615625,0.0,31.63546880783862,0.49847709156246367,0.968600633287891,0.5774854454310961,0.0,255.45206356048584,0.0,298.53984375,2016.6466167594504,31.63546880783862,fp32_gpu,5
albert-base-v2,rte,128,0.5234375,0.00234375,60.99705241407691,0.8855091360948109,0.9838195647841292,0.4409509212281119,0.0022444342886928648,44.58638572692871,0.0,119.27880859375,1129.8535800961245,60.99705241407691,bf16_gpu,5
albert-base-v2,rte,128,0.496875,-0.02421875,0.4982670125526034,39.23344458843644,0.28313158914454206,0.3371822062012803,-0.10152428073813873,22.370460510253906,0.4982670125526034,0.0,25.51105989894946,0.399735866781399,dynamic_int8_cpu,5
albert-base-v2,rte,128,0.52109375,0.0,0.0,54.84120111140555,0.0,0.43870648693941905,0.0,44.58638572692871,0.0,0.0,18.262165587376355,0.0,fp32_cpu,5
albert-base-v2,rte,128,0.52109375,0.0,54.314914339202005,0.9916163435929093,0.9818916471270418,0.43870648693941905,0.0,44.58638572692871,0.0,117.10009765625,1008.6720506286898,54.314914339202005,fp32_gpu,5
albert-base-v2,rte,256,0.53984375,0.003125,59.20173614436982,0.9022005903125319,0.983370768435248,0.4838934033883839,0.002979794758453158,44.58638572692871,0.0,119.27880859375,1110.2712417016853,59.20173614436982,bf16_gpu,5
albert-base-v2,rte,256,0.4984375,-0.03828125,0.4982670125526034,38.12870178468813,0.2970296097699108,0.39522472742856796,-0.08568888120136275,22.370460510253906,0.4982670125526034,0.0,26.236674230303432,0.42296380074756756,dynamic_int8_cpu,5
albert-base-v2,rte,256,0.53671875,0.0,0.0,54.2646621696872,0.0,0.4809136086299307,0.0,44.58638572692871,0.0,0.0,18.446678273262062,0.0,fp32_cpu,5
albert-base-v2,rte,256,0.53671875,0.0,52.857011613639095,1.0075989260928964,0.9814311545355883,0.4809136086299307,0.0,44.58638572692871,0.0,117.10009765625,993.4468965035533,52.857011613639095,fp32_gpu,5
albert-base-v2,rte,64,0.51640625,0.003125,64.95859532129366,0.8519010209374756,0.9848319894291294,0.5063644344346065,0.002947323901609089,44.58638572692871,0.0,119.27880859375,1173.853645625793,64.95859532129366,bf16_gpu,5
